"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange","CommonGeneName"
"ENSG00000018869",214.930644318097,-0.299670110785207,0.108304098581278,-2.76693232029733,0.00565865013386589,0.0285642035464997,0.812438148670708,"ZNF582"
"ENSG00000019169",398.74947769245,-1.1359930917397,0.251087095427434,-4.52429898799006,6.05960124534681e-06,0.000165505262669223,0.455021590879342,"MARCO"
"ENSG00000019549",1351.56477783418,0.322115298737781,0.123666569972288,2.60470795632127,0.00919526004746627,0.0408636351562948,1.25016221030035,"SNAI2"
"ENSG00000020256",1459.39033025572,0.182101637674528,0.0566670817040167,3.21353477536889,0.00131111919911829,0.00958172302840172,1.13453540998992,"ZFP64"
"ENSG00000022277",6486.79533889523,0.194219933308998,0.0598707893181901,3.24398484671371,0.00117870016728652,0.00883913115364325,1.14410537437308,"RTF2"
"ENSG00000022976",561.154704935803,-0.209012607374999,0.0675695078426862,-3.09329776178949,0.00197945417050018,0.0129859265100719,0.865129130390549,"ZNF839"
"ENSG00000023330",2894.22859989752,-0.186847294551191,0.0543189631879991,-3.43981702862237,0.000582107579294326,0.00522680271613214,0.878523452697717,"ALAS1"
"ENSG00000023839",173.341818666045,-0.69944178202999,0.202094896268329,-3.46095717875683,0.000538258422947844,0.00493623944782334,0.615810434395624,"ABCC2"
"ENSG00000024526",859.008733715843,0.587721447448426,0.121071502416381,4.85433347830419,1.20792321271571e-06,4.67782644162405e-05,1.50287127879676,"DEPDC1"
"ENSG00000024862",1270.45459401471,-0.421271699569065,0.0719985064729813,-5.85111719959294,4.88281989734767e-09,6.07577551270512e-07,0.746766078507027,"CCDC28A"
"ENSG00000027644",29.3109979022585,0.482309165281327,0.183899828682449,2.62267327129575,0.00872428929991636,0.0394554498726709,1.39697786861932,"INSRR"
"ENSG00000027847",1666.61782279068,-0.299162514372958,0.0761959510620173,-3.92622587162753,8.62891307633526e-05,0.00124751698610195,0.812724046406422,"B4GALT7"
"ENSG00000028203",4611.26019671616,0.23521349305409,0.0622509310014266,3.77847349863248,0.000157792640706764,0.00197857721450094,1.17708091124626,"VEZT"
"ENSG00000029534",395.223407376928,1.31894249707175,0.273043806160954,4.83051608317479,1.36179613272594e-06,5.15964388324499e-05,2.49483170286282,"ANK1"
"ENSG00000029725",10482.5749133085,-0.260064179716985,0.0836236367528304,-3.1099362550527,0.00187127723227174,0.0124702528112554,0.835050770541948,"RABEP1"
"ENSG00000030066",3829.1208097099,0.180798141887974,0.0686758376158795,2.63263104119999,0.0084726331842337,0.0386126845923114,1.13351080381935,"NUP160"
"ENSG00000032444",3141.9003253359,-0.211179044792101,0.0766710707470474,-2.75435105750409,0.00588086503889182,0.0293604862531475,0.863830975528949,"PNPLA6"
"ENSG00000033170",4601.72825267288,0.34887832556436,0.097841330441245,3.56575614815322,0.000362808605271853,0.00366361020294942,1.27357006007333,"FUT8"
"ENSG00000033178",3471.45682396897,0.227669659802343,0.0678879270108878,3.35361042569218,0.000797645791627066,0.00660479720768724,1.17094203479816,"UBA6"
"ENSG00000033627",4183.3015403845,-0.222542303149439,0.0642233413907036,-3.46513118642645,0.000529972889408175,0.00488631108593408,0.857053813063117,"ATP6V0A1"
"ENSG00000034239",53.6178935174675,0.679660684429691,0.230656938774407,2.94663012541943,0.00321257219112349,0.0188006891195253,1.60176298321806,"EFCAB1"
"ENSG00000034693",968.484923613106,-0.290175854932347,0.0676488706902043,-4.28944122749953,1.79123204937298e-05,0.000379424604616485,0.81780236781139,"PEX3"
"ENSG00000034971",11.3606287019876,-1.01670597010994,0.3275681060378,-3.1038002521302,0.00191052269616864,0.0126761399517646,0.494243545281096,"MYOC"
"ENSG00000035499",395.268089978538,0.310960390702544,0.110395561804283,2.81678344328584,0.00485072201734208,0.0254917588407331,1.2405332383174,"DEPDC1B"
"ENSG00000036565",7.76036153730305,-1.04317774300583,0.27498680019697,-3.79355569888667,0.000148505299733635,0.00188811512017565,0.485257446483158,"SLC18A1"
"ENSG00000038358",2310.24788283296,0.221602060366445,0.0689158072839249,3.21554762397937,0.001301958899591,0.0095419717098766,1.16602769914986,"EDC4"
"ENSG00000039068",31427.9519341686,0.771938645088277,0.151464701495475,5.09649203719813,3.46005110060589e-07,1.81123732441142e-05,1.70756280803439,"CDH1"
"ENSG00000039139",1154.69727072677,-0.661095448755317,0.164767523197895,-4.01229220373303,6.01320032322967e-05,0.000952201561615179,0.632397930323281,"DNAH5"
"ENSG00000039600",19.4937957447572,0.476868182935567,0.167714229587116,2.84333764707703,0.00446437477035862,0.0239590567748848,1.39171922654744,"SOX30"
"ENSG00000040275",870.670103488881,0.215651946915302,0.0621818193704055,3.46808679930549,0.000524177950032693,0.00484417861209191,1.16122854940313,"SPDL1"
"ENSG00000041357",7567.85423573324,0.339965219692181,0.0645857102355056,5.26378386879282,1.41120339148126e-07,9.0265484346685e-06,1.26572607963976,"PSMA4"
"ENSG00000041802",3508.12179157271,0.172120044794944,0.0516548466789655,3.3321180075254,0.000861877011906576,0.0069967206553029,1.12671297693154,"LSG1"
"ENSG00000041880",1375.22469383763,-0.411273685497898,0.0820367311435599,-5.01328709426746,5.35079677092279e-07,2.52786293092703e-05,0.751959212243365,"PARP3"
"ENSG00000042088",1461.97355604925,0.20004771036633,0.0555686319339756,3.60001143458091,0.000318203186918828,0.00332528901759001,1.14873634343117,"TDP1"
"ENSG00000042781",23.086674967546,-0.700850829148361,0.163068901583354,-4.29788158467551,1.7243823799908e-05,0.000368375486824446,0.615209280099559,"USH2A"
"ENSG00000042980",647.349817080751,-0.451794024387093,0.142270695568401,-3.17559440179921,0.00149529860066663,0.0105448883356395,0.731133101656514,"ADAM28"
"ENSG00000043143",3477.41832496883,-0.260830035310419,0.0866351426494432,-3.01067242846047,0.00260669898499879,0.0160121776604822,0.834607600940385,"JADE2"
"ENSG00000044446",2106.5601668336,-0.262894916166548,0.0592194050967822,-4.4393373377679,9.02362847939882e-06,0.000229071398109688,0.833413909619912,"PHKA2"
"ENSG00000044524",467.730265464236,-1.04145910441556,0.203374836334144,-5.12088478195232,3.04105418620043e-07,1.648758211285e-05,0.485835863332291,"EPHA3"
"ENSG00000046774",44.7997101003318,-2.72546022993413,0.673927082958204,-4.04414705812195,5.25139513168042e-05,0.000859665841434183,0.151201019262231,"MAGEC2"
"ENSG00000047056",1572.06672251715,-0.193462466103547,0.0623652468303876,-3.1020877160913,0.00192161009953432,0.0127237521304147,0.874504391399905,"WDR37"
"ENSG00000047578",2602.64405532903,-0.24959778538299,0.0677280855193901,-3.68529220143883,0.000228440401329163,0.00259701267032769,0.84113088475098,"KIAA0556"
"ENSG00000047617",162.746419027566,-0.85714548318256,0.188467414952327,-4.54797707815632,5.41640331782231e-06,0.00015226780240757,0.55204375198828,"ANO2"
"ENSG00000048052",908.096486114892,-0.63034135227005,0.185305497131088,-3.40163331379283,0.000669844487856758,0.00579742639034065,0.646023543306756,"HDAC9"
"ENSG00000048991",2482.96157193969,0.181290894315398,0.0592870944940011,3.05784751070474,0.00222932987749215,0.0142682288942448,1.13389802050743,"R3HDM1"
"ENSG00000049246",1866.96195046672,-0.31090301492401,0.109131723468211,-2.84887844747153,0.00438736390915979,0.0236628762613637,0.806137022177946,"PER3"
"ENSG00000049283",2937.55680070001,0.524526809074919,0.130415047246238,4.0219807464744,5.77107762552215e-05,0.000927404436208644,1.43846170020127,"EPN3"
"ENSG00000049860",7141.91521864372,-0.205532046814458,0.0616502513453303,-3.33383955992624,0.000856560497878661,0.00697196644269372,0.867218809366652,"HEXB"
"ENSG00000050393",2923.39646421756,0.189552343899381,0.0664095935881548,2.85429158134753,0.00431329230227372,0.023362982639171,1.14040980142204,"MCUR1"
"ENSG00000050555",263.965997778142,0.460203377872213,0.175786956780302,2.61796089028023,0.00884569427465394,0.0397680758791994,1.37573574303706,"LAMC3"
"ENSG00000051180",610.961261819479,0.418816577351992,0.0982328218012336,4.2635095854157,2.01240863616572e-05,0.000412462259713137,1.33683052144984,"RAD51"
"ENSG00000051341",529.116136103132,0.403379935875791,0.109172816585702,3.69487523076893,0.000219994789107754,0.00252622357174618,1.32260286870708,"POLQ"
"ENSG00000052802",3643.45134766348,0.384425135951862,0.0945764264475304,4.06470354602725,4.80935518509182e-05,0.000800539670465833,1.30533955080908,"MSMO1"
"ENSG00000053328",24.0664345425202,0.534447356738809,0.156946428909576,3.40528523300603,0.000660949791929383,0.00573570415854573,1.44838722454824,"METTL24"
"ENSG00000053438",110.045996557042,-0.665968906146305,0.198019276585994,-3.36315189929044,0.000770579507130278,0.00642513346036541,0.630265279511301,"NNAT"
"ENSG00000053501",1128.95473783441,-0.230014578052967,0.0893346641211704,-2.57475169706782,0.0100312071107912,0.043583403381001,0.852626276160734,"USE1"
"ENSG00000054392",1441.46336914931,-0.296121607305031,0.0925366420890781,-3.20004703671846,0.0013740516133389,0.00992971415021898,0.814438909687186,"HHAT"
"ENSG00000054611",1866.18628029979,-0.177324643603234,0.0596894334926668,-2.97078784681412,0.0029703689808734,0.0176878326525806,0.884341413307364,"TBC1D22A"
"ENSG00000054793",9244.82014680418,0.277432354220106,0.105846351339315,2.62108566530302,0.00876502340835834,0.0395616150707092,1.21203583509946,"ATP9A"
"ENSG00000054803",61.8963960776847,-0.769989426843745,0.174969255024925,-4.40071272369569,1.07895893282213e-05,0.000261118414481199,0.586421772340777,"CBLN4"
"ENSG00000055044",5060.29964767581,0.141664563538989,0.0536199687892625,2.64201130171783,0.00824153057311858,0.0378541897081438,1.10317721397618,"NOP58"
"ENSG00000055130",4780.15954139543,0.172159344533696,0.0460158738435072,3.74130338411442,0.000183068367661596,0.00219171913776141,1.12674366957793,"CUL1"
"ENSG00000055147",1585.75886924856,-0.201268614935839,0.0555839543553898,-3.62098409999725,0.00029348455294065,0.00314343215193394,0.869785392562829,"FAM114A2"
"ENSG00000055332",6832.09858808055,0.230416878328792,0.0840746408200498,2.74062280946246,0.0061322860165921,0.0302116583478621,1.17317389828666,"EIF2AK2"
"ENSG00000055483",4030.33440436798,0.235161134350122,0.0629966204253791,3.73291666699289,0.000189275229406616,0.00224541237402303,1.17703819306197,"USP36"
"ENSG00000055732",287.383297800674,-0.494254891677361,0.191264993253141,-2.584136716661,0.00976230881545164,0.042808064719772,0.709928239881546,"MCOLN3"
"ENSG00000055813",58.1851822959318,0.586558627780107,0.18558201462764,3.16064371300746,0.00157420925702802,0.010935423731478,1.50166044480408,"CCDC85A"
"ENSG00000055955",24.0128582397635,-0.699967714399395,0.143542844756997,-4.87636785786408,1.08057015996573e-06,4.27924575870952e-05,0.615585982515741,"ITIH4"
"ENSG00000056736",1354.11627959587,0.726992130693717,0.137107016252076,5.30237000677715,1.14308859984471e-07,7.67825088703951e-06,1.6551846037826,"IL17RB"
"ENSG00000056972",2338.77820410507,0.366369246281352,0.0811324435102613,4.51569348130153,6.31098947839113e-06,0.000170471579374193,1.28910452428083,"TRAF3IP2"
"ENSG00000057252",2932.55441601343,0.301270891058675,0.0991812233156869,3.03757990662961,0.00238486166178014,0.0150514647728369,1.23222942420762,"SOAT1"
"ENSG00000057593",498.437958996305,-1.30590919488414,0.208697219193219,-6.25743457403276,3.91361750673925e-10,7.42641535382995e-08,0.404466131007869,"F7"
"ENSG00000057663",2599.15611255432,0.335629244851597,0.0852292298893924,3.93795937481971,8.21775031914883e-05,0.0011989206440267,1.26192769030879,"ATG5"
"ENSG00000058272",4128.8553573837,0.177505405212269,0.0677164030142853,2.6213058773193,0.00875936317106407,0.0395439053862609,1.13092668419648,"PPP1R12A"
"ENSG00000059122",1985.34232960514,-0.218612283858233,0.0740666795956647,-2.95156047296372,0.00316172628238133,0.0185786481447718,0.859391680574858,"FLYWCH1"
"ENSG00000059145",996.009000626962,-0.303411182692293,0.0804300152291409,-3.77236261646712,0.000161709009660362,0.0020121726005334,0.810334133538383,"UNKL"
"ENSG00000059377",859.391546486211,-0.355151077663977,0.10283268451656,-3.45367894783282,0.000552995282884554,0.00503891780174637,0.781787770763873,"TBXAS1"
"ENSG00000059728",1609.74275503332,0.257446092831599,0.101049663946363,2.54771844633002,0.0108429943488088,0.046098921642406,1.19536076281569,"MXD1"
"ENSG00000059915",271.50438973561,-0.372714805271268,0.145503664554172,-2.5615492669087,0.0104206460281126,0.0447883221415916,0.772327793244896,"PSD"
"ENSG00000060566",4.0313660073331,1.20077437157677,0.237696793275716,5.05170623056719,4.37880808231965e-07,2.20596988589604e-05,2.2986301766661,"CREB3L3"
"ENSG00000060762",1501.91464329833,-0.316647467457658,0.0731619492799681,-4.32803486749575,1.50445656496348e-05,0.000331315091303514,0.802933567133904,"MPC1"
"ENSG00000060971",2993.73191366741,-0.357188249885977,0.0774885282694562,-4.60956296193807,4.03516319334477e-06,0.000120267933345097,0.780684618424054,"ACAA1"
"ENSG00000061337",924.700451171891,0.307467445912273,0.100553500800863,3.0577497895492,0.00223005694236605,0.0142682288942448,1.23753338546218,"LZTS1"
"ENSG00000062725",4296.43926964501,0.514602072112805,0.0937587817550037,5.48857464314634,4.0519004171533e-08,3.307018795663e-06,1.42860004522456,"APPBP2"
"ENSG00000063015",60.4887916790322,-3.45392511298944,0.338076429765813,-10.2164031825052,1.67438807930776e-24,9.53187273847927e-21,0.0912567374721662,"SEZ6"
"ENSG00000063180",548.620882885879,-0.521604405091263,0.173063508458888,-3.01394794163191,0.00257872050171361,0.0158831605476118,0.696596724799007,"CA11"
"ENSG00000063244",9806.80476936667,0.167405580014106,0.0587558743747189,2.8491717942357,0.00438332048455254,0.0236522726904611,1.12303709334805,"U2AF2"
"ENSG00000064042",4817.67517267378,-0.659657982147211,0.130467942209673,-5.05609248505726,4.27933865995782e-07,2.16063903826828e-05,0.633028350412606,"LIMCH1"
"ENSG00000064419",4726.06310317288,0.176506320374019,0.0509382315950923,3.46510498788154,0.000530024521639681,0.00488631108593408,1.13014377406691,"TNPO3"
"ENSG00000064652",928.440264502617,-0.212839893657004,0.0841197952587557,-2.53019985370031,0.0113997572840704,0.0478055014945797,0.862837094526304,"SNX24"
"ENSG00000065029",2165.19373180188,-0.205248767892575,0.0633085863572826,-3.24203681842225,0.00118678688987015,0.0088808163881805,0.867389107955475,"ZNF76"
"ENSG00000065320",1335.23926362855,-0.435582144563266,0.157569768631801,-2.76437636702449,0.00570317149132151,0.0287189115499518,0.739395339630702,"NTN1"
"ENSG00000065325",13.4339429647787,-0.605382748948867,0.232102550955476,-2.60825547352556,0.00910050060657428,0.0405771488765034,0.657296975190625,"GLP2R"
"ENSG00000065328",877.444296856179,0.484726195413082,0.120684541200296,4.01647295164837,5.9075640786036e-05,0.00094136558176265,1.39932026776833,"MCM10"
"ENSG00000065427",7837.74607207167,0.252564689250885,0.061280828070891,4.12143075088204,3.76526656052398e-05,0.000662700976502561,1.19132305716759,"KARS"
"ENSG00000065717",2031.72768324347,-0.349615606250647,0.120737935328221,-2.89565665753876,0.00378366122946524,0.0212054516013175,0.784793171468106,"TLE2"
"ENSG00000065802",1256.00770684095,-0.267077301989706,0.065848974365859,-4.05590678612269,4.99401743557533e-05,0.000826829170030722,0.831001333972934,"ASB1"
"ENSG00000065882",3817.40162458045,0.193523805501315,0.0741396708972424,2.61025984010017,0.00904734730468978,0.0404113663152395,1.14355345492734,"TBC1D1"
